msno,city,bd,gender,registered_via,registration_init_time
KQAvHwkBtDvpwnwuWMPyntIntivbqwU6MaU5sOGtkbY=,1,0,,4,20151121
RXmkcouhZwWLvZXeqYqstWQ6WWgAVzagv7lhaF8Idu8=,1,0,,7,20161031
TjXVtlJyB/NXnu/WofXwxaLH6zrJNEYl8jdEdGlVjQk=,13,46,male,9,20070505
S65sqa0IJL0e8+3haOnIQky3lbnzPYzxCC7W5XauSaY=,4,40,male,9,20070506
PIDhn+lrrzs1gcGPKJConvhDRxMbZk+hecTPaZoFCKs=,1,0,,7,20110505
NNPrUXd8YzvEHluicm+50/jK7Y3QAAZbLEtNUxuYraU=,15,27,female,9,20130223
KITo+n3zGAgj6iFqu1eEM/Ckl/FjUvNZSeFcGIm6f60=,10,21,male,9,20130301
MK9VEFlV1u2lJFvamy29mACw5YE9tzGlJnRo//5sOCk=,1,0,,7,20130825
K+IcHyjfNJ8/hpQfzMwleTBtP6s1RkHDZtqpo7RhLKQ=,1,0,,7,20131108
NaPGzY+uwJ1166asnmUBPaiYnDgpQBtxiOlqRJrmKkc=,6,28,female,9,20131124
UCxHijHwEnCDfwyvqQAxn+C1n/MDAZjDZVJDjN343r0=,4,0,,9,20160425
QDMzZLdGEqQJ4a9WI2MFHZgkY2kynvfEBiIA4mA6qzs=,5,37,female,3,20140501
LadZidNWUqdAx4ywrVu8acitNAITYYOHa5iXCZCGWn8=,13,25,female,9,20060723
N7B5XNHmUlI87iCme4xyn6CuUBGNp6vJn3vNEsj3mVA=,4,16,male,9,20150626
QFa5sgwVoq2Th50ps8dNS32R4vHxEnpspOFq92clp9Q=,1,23,male,7,20131208
LDpvLx+NERiE/fypo+GcZPZtcJFIh8Dah+F3X4sPe64=,22,27,female,9,20161028
Uuf82cRBuZNKiUIaU7SmVTBb5o0UHqq0eZdsVBaGz9I=,15,28,male,7,20151221
Lny20uxrDHEtrwyTlzA2+rDsvz7S5gZH8YVOZiiHG9o=,4,25,male,9,20081227
UJ0ex6SAIXNZknuFOyOAKL1KCjb7GIeJpEk+2aIS6mo=,14,43,male,9,20090108
UFcFOveozeoWqinV7KzhDMeNegv3IQXK5aTZnuyYlkU=,1,0,,9,20150830
KoW0An1Xn2XkMCXHFtc43MNeIWUHxmRFi2/Qn1GxbvQ=,1,0,,7,20151003
TlgZ88zSCRUcAroJAy/FVZpqaLJjLJ4oyvSmuAr9L+g=,9,23,male,9,20111215
OsZVQIBft0MEpXpLLzUfv9M5wnIqv5KilGfNVCTA3PI=,5,54,male,7,20160620
P/eATjJI30UyHzGeDXdTjYVG5pPp4VHw55tIWQuRhMI=,1,0,,7,20100924
NR4rxie1/vJJZgWeYwSiUwWJw5w4Ypki39224WkazwM=,5,39,male,7,20101029
RLkgEjCujWQtdZmkzzx960wr9+dJslXCUDn7LJ4YBe8=,1,0,,7,20160721
Nw0Z2JasS/ImgLz1My7kGwjS+AFiYqmzdA1isarD9nI=,6,21,male,9,20140414
U12MuHwAYAtBaFywfx9avd88UrjRRDut9h7mBa5RwkY=,4,27,male,9,20150520
Si6x+4CmG55nljiobyCAdr/dPB/uohTCa/K4xMACnco=,1,0,,7,20150809
ProjUGTyFmwuMv/yOERVs49KlEvKk/X98D7aJEsMnS4=,1,0,,7,20150807
UuhpgIeoWWotiRddmtrw1zO0lY/yuNPKVZZfovf9G/k=,1,0,,4,20151018
MOaYRpVuiPe61KgfdF9+P+cDunkUzCjsu2GTJBwHCRI=,3,33,male,9,20061119
L9x8Et1SKAymj96ffnWi7YV277vJ59cnnoMvENKcJlQ=,13,32,male,9,20070210
SGhc6b4lHb9QBFRSWfrxlTrc/9Nd2So6jiLbLeej148=,3,25,male,9,20140405
V+MMdcfsMwB1sAthXMZWXuh0oBy4kTX/nrhevRbnIM4=,5,0,male,4,20160505
OWxNqzoJ0qCiQ3wwUav+IOittHKqyJVN7Z/y9lLsb6g=,5,0,,3,20130420
SLH4z2yZYDNButup/Cfe5+M6/tsEhCn3fIkzYeFF+jk=,13,29,female,3,20130525
KER+ss5alW1bZkqk3mKPDt4bKFvLKg41PhqTPPSNHUk=,5,30,male,7,20130104
SlogJApooUHhCO0YlDL2z2RzQ56/IAWj1jTzzdXi6Zk=,1,0,,7,20160116
SmCIg0yiQZCWa8rWkYj5W7f5+ahBIIe9lLZF6rHGtJg=,15,22,female,9,20120325
OPPrKwtr9pPXL9t4v/o4xqxqiGCQEWPkdMExJG64LlQ=,1,0,,7,20120416
TogKHeJvZ22JFWPCJkp+wmnYpkBtT5quRqzuhw48ebQ=,4,24,male,9,20120616
SxmHUzKCXI18iA5QjTNgAjS3EspAu5GXXKEmvxW025g=,1,0,,7,20160120
LJzawUJMzaNBI+KmjuvMfLKcELZvrezy1bstE5SuWJE=,1,0,,7,20151227
LlXQTdqcG0ms1+Oc6m07PYAF/nLM7EAAXRzZu1c60JQ=,22,38,male,9,20111109
U74E7S0YuqBE+V8blziRLTtiS+i08OT+EUHxuDAcd54=,5,29,female,9,20111117
Thl5TixcAANz5yP2d5Qa9d4MBz4AMk7R+Bsq7s7K/9Q=,4,26,female,4,20160410
LdZ7tlyVkd4d6d7wFPPzFgO4SXtZIyZTgvHTr0ANhSU=,22,27,female,9,20070508
KszkdQVlk4sw2woDdWbXtl7SKstMnp4MEpMCreNAWnE=,14,38,male,9,20070515
Q8GD8Pee/Kc8ibM79BM4m4gOkVQ4rUDZwByfpNvZahI=,5,25,female,9,20100819
JygclgJiNAz93l4+UZnSt1ESdZsTveSeZct/conc3j8=,13,0,,7,20101110
OOjLC2bmxtRnA1GSRPHT7zxLuWSWeW7t/LX0qYfB8b8=,1,0,,7,20150822
T496bBsWzuBzg3Hx7Us5Fff332Cu8yPFU25ervLia1A=,9,22,male,9,20111215
SfRtg0JNcTZy+2JIfjEehRBj7P/aacQOx2s4nuV87Ls=,9,24,male,9,20111215
MdmQJcwnrDuWZX9jvTrFZpPuY3BtdTBPlAx7Ihg0cOQ=,1,0,,7,20111227
T/AfZnNkLeDxX4zvLO6aZQQ62GWRUR9rmxShgTr2LnY=,1,0,,7,20160120
Oik+4c5V6X7kaMsfjhHfUUVBkQlK3IJZLzoK0oYEA0U=,12,28,female,9,20060718
NayMvqUwrGhLIFjgDfqft1/LkUhwbwX4HaCpJbVd2L0=,13,59,male,9,20090404
UqdNg/lZvpZuqBAcXqpvnJaCHiFe0s50AnoQTgBVtro=,5,46,female,9,20110409
UOX5mBok8TLrKCeiR7UKhOB5lpOoURLNh7jNgHr2LRI=,1,0,,7,20150524
QA1Wuj2SYZLjN8hjOIlUIYl7jSvM94iNiHcF/LC2zNg=,10,25,male,9,20101212
Nyqeb9LwXejijyYCPPNnQh/Ph7CUUiordebXScw0UhI=,4,40,female,9,20130123
Tqt2uafS+o9W1pwt2kL4vBJhLGqblzRzFSrIph1IGEo=,1,0,,7,20151013
TrrHfYvCn3vYxAezT3ZdiQ2yxp7DsHLiFyVd26j0vbI=,1,0,,7,20150101
RlHY/3X9ySeGCGBs4heYsqr94jSv7I7a+EPaJP+5+co=,22,42,male,9,20070908
S1JVLPnyO4B7dXelpbmiaPd04TCDjDUukuv85lTYhxM=,13,32,female,3,20140104
MhpceFbCACN5A/xVT04wJLXx9X0Q3uUlKZX1bQow8z4=,1,0,,7,20140122
LRUdjdiPGLMMsqGMcAkBPLYRrK2RQ1rcwKgnc2Hua8Y=,22,21,female,3,20141219
MdPYf1a89/YyxiLTehrqeB2gAgVqHRqZpS2gnCdxgOM=,5,23,female,3,20150420
S0O6WgkoxeWlAtMh4p60DbjQswjPwQob6gRvt+WgcD8=,5,0,,9,20150722
NzPJkjNGK+9AvL5H9DN0s9Mp2AaF+omGM51+P2Kx2FA=,13,24,male,9,20110219
P8+Mtgk5dRq2okFgdkK3FpSP5cQhPFTOjllIiZ9SAKY=,5,18,female,9,20140105
KtETDCrVlZcwf33hfAH4J6/9isoBOzN8rp93U7iWhTQ=,1,0,,7,20130831
ScCXWIYwlVFVN9NIOOETc8ac7emtxLlphFzPiMjvWbc=,13,27,female,9,20110214
KVRDMdhfEIZ38Q5Y19rPGpQwwZfwWTRED5qaTs2dFpc=,1,0,,7,20110222
OpGkJr91j8pqiM4e95o+FkW6T4ik0FfAY8CTUjDi3l8=,1,0,,4,20160216
MFZmFJm5o2YMgt5AAdk9vLJw6fbKK4NPrpnc2qkOMVM=,5,40,female,7,20131013
Ky0XGZjkMAiBiKrHV+1E33rZK/AuybyvlX5dJR9w9C8=,17,26,female,4,20151208
Ptp5woHt20OrW2D4Z+t0eVMUHRhWhfj/y6A1ofuaA+E=,4,29,female,3,20120305
UfzdVruPJP5+3c5t0H29QwPrN/h8CRxWEHwVJTmYzrE=,13,35,,9,20100828
Qv9wbsz3PxteB5ZMjaIu7VqdWdZETruLuVUK9k3LO88=,22,24,male,9,20131111
PGkcjsYHMs2YF9+7wIrlPYGP7YS8NDyNeJ66o2fiokg=,12,0,,3,20130419
NqnYBJcmd4LpxBWcKviGR6wzEpZid8GW9LReRA6ok+I=,1,0,,7,20130620
Ot3xdrqD+ZpKVLK76cRBV3wvrHHFTHLq/97SOFdS5OI=,22,30,female,7,20110921
NCeEFbFqic2jD/Kltz3VWkqN9ssfZ9st2Gl2SVJxzpc=,15,32,female,9,20060303
Nri+QblVY/NAk2F8eQUzREz+no0y1jhuFbtyVDnWpPo=,15,33,male,9,20080803
TxSK4oOnlmQqo7IPg1e2kfqhAFZohKZN8l80XbxWvbk=,13,26,male,9,20080830
QchUdXIKF3MM69jL2Gh1TMKCluHqrQwzMI/xPWSEH4c=,1,0,,3,20130713
LpQeHfGtSAeHI/csJMz9ppGamb9Gbo2jtGD44IFAvDQ=,1,0,,7,20131206
Ur322nW3fwEumRTVTDmWY03Dl8r/5JgivmhjxOE/67I=,1,0,,7,20150711
PFmxaxBYAAj/2zEa1fwNmeqwbjxmsVc4+vORr2eLZRA=,5,36,male,9,20140416
QwXWBLg2rXwB17pXWRte0JuAl5W11oqt+1fQY60T1rc=,1,0,,7,20101218
NdPpxpbgbiRrboCshxF+xt4AebzlNdfzv++CBVXxBko=,1,0,,7,20160806
MDkpYUocG0Fokr/3xcQxjSW1TdD//CyhbAeZu7XeFbE=,22,28,male,9,20151025
MwMeHt6G5/LVpGbWSUUD9u0Zu21+fdbbt65VBdnfrd0=,1,0,,7,20160605
P/QT8D2tmWZ9pKsTjCa/W7uDXArtXXdQuk9H8mbPtL8=,1,0,,9,20130724
NEwIQXYxNdl5va7uSWToLjki4wZw3Xi3yrUEw1M09tk=,12,36,female,7,20130828
P54c1Hl9k8UcfHFXH3oloI73Qj97EuaXhn4JR2MqauE=,1,0,,3,20130914
KLHUlewZKSpi6KiTReK4Kzu+XH2aONpkXawJ8Q7yKO4=,1,0,,9,20141128
SUy5k88Iky1FzJmZR8X7XtudiirEISdRzJ22qI3eShc=,1,0,,9,20141204
Kyf2ny1fxqgZ0p86rmeTbL2VfkoZspdbprDMDa4VhwI=,5,32,female,9,20130311
O8jcjWdIq6VeSvjF1oAmN/Wjk6Amf7ee596PtddWsbA=,12,27,male,3,20130505
R9RGuo0hqQkNTJUIG9hehAl5XU0CaZ8JC0kZItAbYcg=,5,48,female,9,20130308
OdzqGq2V2TBESeEw2kgJ8hwDFiFVJeYzr1q1KG5GJbY=,1,0,,7,20130713
NniTat6HgQrcxnfy0qqqtbSGFoG1Q5BUlszLZUwyU8I=,1,0,,7,20130820
TAFc6gGfKEs9Pz9u+IuiPBCR7sbLgsxARX8nejpjQ1w=,12,35,female,9,20040711
Tix0bhwZO0cfIO5htxJyGaU5VZP8rgy9vxYQtGKKfGA=,5,25,female,9,20160105
S0iiDOvbjVUJ+coSXX+oULGkc5O/lKZuOQFh5gKfLI0=,1,0,,7,20160605
QAJpQH3YyI1xo/RxRejZZ7iRN4iRxfaDZKy3yfUtCsc=,1,0,,7,20160822
SR3OHb8b2mRUqbgtJ9KVQ+KAbnUPar9gTlgli8J03Cc=,1,0,,7,20161006
T+2mEHLgAksdS1WqlKJaBCorebzKLtIQPK2wmRUELs8=,15,37,female,9,20060701
RLe+bQANju8Uu9O7+XrtulULeXs6VBlegkaSUtgVEVE=,5,30,female,9,20070325
P/zdApEWm2rALM4+Tch7lNUx1Fv3llMZlyD/2lQQces=,6,34,female,9,20070603
KemXb8awcVSfbtb0mANvZFdhozv+Z8cpmEBiuI9tZlA=,1,0,,7,20140214
RRI/oFgw0eW5pX3N3aPvjNyze6OfXI0O/zZ+6LHT6xU=,1,0,,7,20140226
V7dM39z7UKLJqqhPvGbkWphRRpThtvPkr/PMyjaLZls=,11,24,male,3,20130713
L1rnQBdb+gn/U1DZLFFyflTGX51ko79q44BHPARcHHQ=,11,22,male,4,20151129
SEmqTz5X2BENT0YBleAm1N2a33DjNOQTmnf6sqr2+7g=,5,36,female,3,20121128
NJL5zd5Loa9kmxnP8/pXjXwBvX9n69g2h0wRfNbGSD4=,5,0,,4,20151111
NOyx1gjQJQyWb/+x+nLJkTqUn1Oll2o0LBShpts8R3E=,1,0,,4,20151112
O66xQ4p3jnLHaQqev0tiO/xFBEHxpDx+QCaLINHhSh4=,22,20,female,3,20150826
NFJxe+KvJhcv+f4NeadiW5q4eV8yHvutwS9kt5pr8ws=,1,0,,7,20151010
ORtDSFBStTFC/BLHCYL5eJmCUxZ+Nt4uq2nh8Y01Yb8=,1,0,,7,20160616
MuVrIhnbffrnUOZuIeupwBileaxm0FxpGh312BE6pUU=,4,27,female,9,20111112
KmCVENTHclANSduy8FIyD+jZXds4s2JTI3m+dPRzE5Y=,1,0,,7,20120203
SWM4maWwJOItf00bM2GxmuQRZhiEwovoRi5F/ODtxcA=,22,39,female,9,20111124
T7RcLyGHS6vjbxsff/KjzJFtPDUzW0goU+1UzFRv60o=,1,0,,7,20140201
LcBLYn1d90hQ4w2JO3mB5lLugo3JEO0Ly0c1VtnHUpA=,22,42,female,9,20140309
LT6Bf5niKYmo74lppiOGn0TBo8z1owTzLJPRAx78TN0=,18,26,male,3,20120711
RLEJvtCqLqG+5eNsgzI2sYhklYT79IVXvJGUME/U6xE=,1,0,,7,20161017
RJe7tqzQQGY5ZA39w7GKA6EfWqLINtCjOFQUMUn873Q=,1,0,,9,20150519
SK0PPvoz7HJdFWvuebU0WFprwRaTk2c7Xc0ZV830txw=,22,38,female,9,20070216
SPPviJtjqxepJpZRN4rZTU85QegaDsNjsN+KprbuJzY=,1,0,,7,20150727
MhZy9dRLEGZEJzTbl5RORlHRn2FDOsOJbAJLgPvmYiI=,1,0,,7,20151117
LEEfWcDWV991FXYhJUn39ZKxAtGnwJkFiivGLQ9Emvo=,15,26,male,7,20151117
TMe9zp/YdzCOwG/Y5TTlK3JwUoabBz002HsT1gjxSl0=,14,0,,3,20130401
SnPuxxZIo1zumleP3Es6I3xCMA0nuX8rQ9nUQK5UatA=,15,0,,3,20130104
P5M0fZXJ/IeosAfIk7y+yyA6pNVqExL9tTg0wInlwek=,12,28,male,9,20060611
UUOFuPNROuuZrqHrn4pmziO+/O8ytW/ywtL1mJA8bhE=,4,49,female,7,20130502
TV3oZcitAmQM+dAsv/9Ab5PzPt/5DqwSYcQu66uizrQ=,1,0,,7,20130605
Q2G9kPxs+Bpt1raRtqABbGCBhRS9uFc8zKcGxfiZYkE=,15,21,male,9,20130302
Un08nQhjYQTuYB2GwVw6ry7JBT2cM5aP6uJElr+7W/I=,1,0,,7,20150821
KGvmcT4oPMEEhjsFPEsI1BKBdYg99N/cgT2OyI6LktY=,13,17,male,3,20130818
LelQZJPxPZypcGMSOjyl8OgzNtFgoci4H8FUnkGN9rQ=,1,0,,7,20120223
Or9kyZoUnBd+acX7Je1QS9OiyqG6jPY7MTtPWtDShpg=,13,45,male,7,20120412
MSX+z5eK2scH/aMdqWgcxTs+JZz0qf400P6P4rJCkBU=,13,24,female,3,20120112
QsMOrea4ocPERw3Q9tamTXRYJ9hdJmTHHlsgf335YTY=,1,0,,7,20160505
Jwa55aoyaoJl/4XiCwBZ4zd9Y6OrbXwAAF4jwIOSLpE=,10,18,female,9,20070822
L4weEt6H9oKFo4N3iF1Y9z32jeg3k0o1qxubSkSSb8A=,1,0,,9,20160212
Oe4vC6dsS3lvOi+u5ufFwMq1+++EU/zPT3XEpF0o8vc=,1,0,,9,20160207
KbSYCYaKN7WeTfQYVPQd0EVNcWLyxVd9lcSPlqhAMu0=,1,0,,7,20120102
MD+KgIwV1pE7lo6VPS+0KCcPDqYzG/aXB0E9gSykths=,1,0,,7,20160326
O1RcMMR7sJZii/AoChB2iTg3wTsW0I9vSW+z7QYcOlQ=,5,17,male,9,20151119
OASjjxUs4py3uQKMC6oEkbV4WDEqcnVwrW/ywi8ruwk=,9,20,male,9,20111214
Kx1I7g7ESOdU8z9/KBIp1Rffurx1ASLfsIWKZZPiNCg=,13,33,female,7,20111229
QgPbGF+N0zY9bSyJWCvGj/cESXHOTtH0W5Wf+L4g9O8=,13,29,male,9,20040327
TMqeF4uttjhzSITFGe5hsWob5LplPriD28/CI1K3XU8=,1,0,,7,20100430
PDZ0YcLuaYjRzkTfWpUb3hRovCtZYPlTskR3NxpBEmg=,22,28,female,9,20110503
SL4YSZJ8y90FrtujEp90doigDlnx0TWDNRq0XJCte6s=,22,41,female,9,20050303
NLzj+0VSGXXBoiDYx6wZi594CxiJemNeqisw+xEpd7A=,15,23,male,9,20140124
ULlQcwkXkPSMfmKTE34kXMbST+pvtdmV/iNb7e1aYgo=,13,30,male,3,20140926
QVTScIZKDMLeYhqvtUcXvbA0F/K8cLSEKLfhaPmCg58=,1,0,,7,20150730
THjQTQkSpqEALsp0kVFD+k+pxXD7XOG3ry1DoHcjeq8=,13,26,female,3,20140407
LkYE8fQXSIiGDH9PaSSwJ159V2oPH2BbZN97tzrSRFc=,4,37,female,9,20040729
ST3n0or6MN8WBsTunlcTt4Tgz2S1Vy3OfelvQHJ3Vo4=,11,28,female,9,20051023
KELHKaHhVehEoAqUsB2Duq9aXU2+ET5qvdSbYcGrjjA=,6,0,,9,20140710
PgVz9w1jp4e8n/1So31hoIVMEFHZzgdPFk4BcCLr76g=,4,24,male,3,20140301
TU3O6NuRRRLDf8eUI4cFEsIJs4MwGaCTSn1HHpAmskU=,13,32,male,9,20090119
NhkjvecDdsPWvfOYoGKUgX9OlTp68P3kU7vSHR4sapM=,11,22,female,9,20100906
UoNLDfBLq77gDsdo9i2hDlPTwmapYAkdq5KkD7T3jDQ=,13,29,male,9,20071101
P9oVUrLbPtSLXykqLZckIm5819HWT+MQ/zsKkM+v2Z4=,13,28,female,9,20071119
U1RyIjOdFd/0m5p1FByDcb89LAMy7KzZApQccCgMYmI=,13,24,male,9,20081021
PHLffJ36YkphL71CoeVe+l3EnTmZuDiCCd45oBQkiuU=,13,30,male,9,20090211
P+UPiV1mH9LUVDnorVtJXdCo7YXMy4Op6KCpSV+iHYg=,3,28,female,9,20060212
OQ/i2Py+AjF8CB9M3Y6Gw1N0nNPNWHhJR+qomMBTBR8=,14,32,,7,20120922
RkdDaCWVGSx6V8Y3nyRcnwz7kLH+gRrT9dztlfqkevo=,13,0,,9,20141026
Mo/DKLpWf7i4KoNWfYTK4wnZyRCIKn4KAF97SNJlssY=,6,30,female,9,20100312
ODA5GIuH+HqXDJCOfRtw9lMrPAaGUD4Ab+4o//lWgUE=,9,34,male,9,20140419
OqXWHP+LiWJm8Ec1cVkogYzLVfNuVNNqdVqg4kCPW44=,7,27,male,9,20080903
MzxF6umqmMD1teyNQ7DmlSPrnE7XK/y42hKBfcB3nQI=,13,35,female,9,20090314
KGNXtqwNqQq2s3u7Y06tOnz0jgLDRBxmn+R6IAYwynY=,10,24,male,3,20120123
NW5dGC0v7o1RuhwRNnqTAcdQBtm6LLDh2Dk7EddyFNA=,5,30,male,9,20120930
O7OWTSBR3kYP6neyMMy5+u9mUFgIN4iFETbDgzB2YQM=,13,17,female,3,20121023
LM48Th1tLYlPR1vp5xL42o7qeel+M/PksqNGr7DKeRY=,13,53,male,7,20100721
QCdLWj/ZlCqErtjDvabcZMl4/bFCujNAAOnVGyvAVro=,4,0,,9,20150508
PKKu8jVg9G7Kq+BV8N02SDzdNMH4s02fV6fGy/Y/e+k=,1,0,,9,20141229
LVYtbyWEC6S0atEdSFifnhQJQh16279Mflwtuq09zvQ=,4,0,,3,20130116
Uz6sX3dszmNiFpRrnO4ZBnNhqFGT5NaVa3wc/cUocHg=,17,29,male,3,20130315
Pid8fy4izOwoc3qNkTCsuyrW6kajp0yNztNqhTdqBAk=,13,29,male,3,20120401
Ne6DYUUiIi8tymOPZ5PhDnObvNYafzCyMZdb0SNV5CA=,1,0,male,7,20140218
TBc9b36Glz9+Xzll2r88xGXW7sTsWaWaJ4o19wx7Iaw=,6,0,,3,20140802
V1exUKADnSFQ5YkEufW8OdJn5ySPqqk5n81d7nrILWI=,1,0,,7,20131024
R0IfQoyxCecliomGo+Ud5qopcWlq2z4SUpzijPqEgU4=,1,0,,7,20131029
JxFMqbNPL5eBaW+axgJ5OlItirHXCy3WV/XMFdnQNjI=,13,38,male,3,20130910
S/uEO/Qi6XaBMyUXcsdKfNgTCyuyhp+uhLZdHtzwuVE=,22,30,male,3,20131208
PDaFhB9QADtoZ5iELHTZVzROqOOV3lpzY3ee+DVdN8w=,15,60,male,9,20140319
RUA48QCR4DtRcGDxPmIAPbr5Jp1Y4b1xtbzww6Uy6b4=,13,26,male,7,20101112
O5KZuh/K2MRp3EO6mZ8iJpYw8ewDUEflkTJw5PHOK0A=,15,35,female,9,20110417
QgfkH+JFYwrs5/m8W9dibuXcmwBYZuKixH1DrM5Vco4=,4,32,male,9,20051014
OD5txtoLVwFB2Tq7S32UgPImwhCJH5B1XWjodMCFByY=,4,53,female,9,20081110
SbSKs6G9zm1JMqbuJQI3lVx6fsUie5xykBpfUzHCpDA=,1,0,,3,20131025
Lr/WJd44DfgZqI+TGKiatiAnMBG8JaGRlMrhRxc8Pls=,5,0,,9,20120121
V9+4JUui8SonxvEekw+Y8s7PlBPAauVPNyTs7sbbpmc=,12,28,female,3,20120124
NFthM1G/NBe4o83W0qO/0h8smWlSWnohYqqBUoPNjr0=,5,0,,7,20120216
UIhb6Wut1TxxiM62VbjJlw3SbvLCEnC0CrIjFNwbqhk=,13,53,female,7,20120428
SKz/oRc8CSHx26Y7bxIjGZYNZgBPuKKsKW4uoLnpG6w=,15,0,,9,20120430
V/4A8U/97FiOnwGBCo4Yh9z9R3LIO28AeMk6/8miwpw=,12,25,male,9,20101016
NqH6SdsAqw24+7zvrxL3BgaS1uFLTIJ0WT1FfnbjuSc=,1,0,,7,20101214
Rt9fTypHsrIu7XHQsz9DGnLpfB6G+qYv1HOBmr/cqp0=,1,0,,7,20130910
QzGJtkSZJtbHJWknpaFmDw23rq87BfuPSiyST3w5XEg=,13,30,female,7,20120110
PpdG6Wb4443CP8MBx7j9OPu4DK0GtPDifdvayENw0U4=,1,0,,7,20120112
N79TmhEjktpm3mqBtRM7vDALW0JZlbRU0foeCexYZ24=,1,0,,7,20120112
O+sHTdM+AvcHcc0EWaZKyVMXENFV++S6DEXd2+LXY+w=,5,39,female,9,20061129
Litp4r0YedhrpPxqNAbJY2F3YUXBtzXNb/N8xauYESg=,13,43,female,9,20070131
O0T02N03TNjBaOp0yCIN2+S5OUwtoV7e2JBRbPXAZ7o=,4,26,female,9,20100408
O000yVh79DZv0rCNWQltzccFYWIOr+BKXDaIO3xXY5w=,15,42,male,9,20090825
RU75VCMW4eB6wHm1OFHyhK5/kPRikRYEET1jaLFobiI=,13,43,female,9,20101114
Qegeme9Gmh69TPZ5GfqFv+RsOSeMe7H6B1OMjh02VB0=,3,22,female,9,20100915
Phr7nGDonZvlh8GjTql5XItnmLfRyvxhXP+5K5icHc4=,5,30,male,9,20051207
KwhlzCEV4Bf8QHHoyS9ae3wXsQ4T0NFFmDAa4KMpt0s=,1,0,,7,20120110
NP+8ShkWb0jcvXbAxnXpXK351u58T1aDubBbsjcGoMA=,1,0,,7,20130713
UdwN2LtzgvoDI0KKLQyCyZjIDsXeTu9f5Uclpyzd7Qo=,1,0,,3,20130716
OfRlccHbKOSnVXCTr71N7I03ISc4roPvouHquW1gQgQ=,1,0,,7,20130716
PwjPwFWW01p+9nxiyKcEy9SV4DUgfXgYv3cvEhWMig0=,15,20,male,9,20091207
QKgTsm0o9P1OrUTS0v3US118WoqrJoVUGzDZP9542Mo=,3,29,male,9,20070817
P7fLFS9BHhG6jUVsoa8tVYy/FlnBJgJ+KuN98aYqd+8=,4,0,,3,20130902
SKxVhJg5FvNIICSBB3XH7UWIv7HRvaKIM2Bj9Bfv6T8=,4,31,male,9,20061213
UaMltKXk1feJY+XaQ8O8alpHzXNDMIVEXSckCTt1JHg=,22,23,female,3,20130313
RMc7dIiGoF+1MhWzD3h4C9nQibObuRQEqHxqrjv1ldA=,12,21,female,3,20140613
PUNEISuXLqhE2F8m1jhNy3idMuVVyHyGpKAdZYnSHj0=,12,25,female,9,20080205
LTPIrGdFiRQx/IA7C19NwipqIF+H4RKr062m04LsO+M=,13,0,,7,20130206
Naga/ZflfBw/LAYm6+mSnedFDBnahEYy4oOuBF+Pi0U=,4,31,female,9,20160805
OpE7giTDr0Kr7GkihGUXqcEZSbEGpB4MNT5YavYOQCQ=,1,0,,9,20150722
Rnr4LEDhornXfNeuObT0V32kZ1CUIzDlbvwO3VRVfvI=,1,0,,3,20130130
TCdYzp9GaGZsyNCmsdXq5Z15PLIbaDPDDMpZKElwNR4=,22,29,female,9,20140203
QKWD+UQYTRYFZjkUGrpVXsyDmqzbAtucmFQVgtAfCMQ=,22,0,,3,20140209
PZceu8qgLnrJ5z22mXk+Ne4XLEyjcOJflMGdg4aNtRM=,1,0,,7,20120430
PaCWr+BdC6RCrdDVUfybC8wJff6Nt8irm8HM21jaN3g=,1,0,,7,20150826
LyiwXs0bV7nzXatgo/WN9P78Wg2R4o+UQ4JMHA7oHzg=,5,55,male,9,20051231
Pdk/5XJK5qgPJL5pZNJHTiNdbwu2f18DuXpx11eE9DI=,4,0,,4,20160311
NgvIarjcf47AdHwBVMGCMKnGTWmoB2o5/rDaf3/1JwI=,10,27,female,9,20140418
Rs1xVhFmxY2ZxAkbW2SRfc98JIfHeKUYr5sUg7RoY/I=,15,26,female,3,20121011
OFZiamKzgHjkcyJOqO2daNrV9uWNs35TkJQB6Il6wS0=,13,22,female,3,20141202
RCPGirjnOuLNZZZDcxnBV9GGw1HlkajY/pz10reXLk0=,6,30,,3,20140331
Jx3gJCos86BLqIvRB7FN8O7i81Q6SjNKFMtfnhSHHrM=,15,0,,9,20160208
KdyeAn6PdXvxM1AI5aLWjSR132vIUHXmvT3jN1NHRtg=,1,0,,7,20160209
SUK3VZvC9oC5K16zaTqGi9L13JC5adHmHxYgZTqWMyo=,5,29,male,9,20051001
Kb6bRrnviETiL2rUAf+InmaihMyJDQgt/BgBYkYLErA=,1,0,,4,20160129
Oqx1ugOk8qn1GV+bqhnCkgVb84Fv6w+Taw99vzswFAs=,1,0,,7,20160208
UqWwOVTqTGcueXNo1LxVejSG29QWEyE/RR4eI0VrPMU=,15,30,female,3,20131013
KrCBE8Rfj/4LAzRgMUL3pfEaBmIq/Si1YI/SS+WVTR8=,1,0,,7,20131103
RmxnDPHH6hu3bBrC2jpJneSR7Z0/KVQlTFl9UraNMrg=,4,31,male,9,20160511
PPM6edmIUoV/qhCMPVDXpu3gpFmoTvMJySwvIyKsH0k=,1,20,female,3,20150816
Nc72FoEvY2AV7p1HsE5cgTk7gaSOkQQrwoXhXmOpNDQ=,13,40,female,9,20050831
Nvvw17BlnRjS1kVZcOwPfI47VGQ02ya0Xa2rZthcRIA=,1,0,,9,20151012
