msno,city,bd,gender,registered_via,days,season
hGJ0x5c6wdPZbki3pRFOiW7gbnESmp9HdESk6WgLdPs=,6,26.0,,7,1,1
5ZALgOQv5uMgDrmEkw8OldBYo+1Nq5yoeNSI3hj+YHE=,5,28.0,female,9,3,3
R222siz4Alp6BHz9/IsYxZhgsnBzwQMF2HfJa4Utkso=,1,,,4,1,1
AFsZXsa8xrS9sTtKZjIJGBXKjR65+tUhL06y7PArHMg=,15,23.0,male,9,2,2
cWDefG3xiuhmev4F2Ij2whfYmEo+upmyZZ5tai8cH10=,15,,,9,1,3
CGUuuJQ1Gh34VoqB2zG/CK12UvEnUQ6OxMLRKQErP+I=,4,29.0,male,7,3,1
ykq4R8FInuIMzCjoFd7CwWGK/jXzYcv5JiUPmcYDowk=,1,,,7,1,1
QnRrkI6h8dtyyPttM1pDDfuj7mQGCHrQgrL5tRPr04s=,13,25.0,female,9,3,4
EcTSXptC44vvT1OXpFtTB33kkD89gquaPM5YOzXl6Co=,5,33.0,female,9,1,2
f7KjXp7Xcb8NK+BnKzzVY6xD4ksDkiJg42tKWrveDOE=,4,28.0,female,7,3,2
RXZJQ1zsOu0AdBvc7+X2juYy346jG6sZPXyK/um6HMg=,12,28.0,male,3,1,2
fCuJlOxITRp4q+msgWoQ0NNXxcHnwBMSVrFB9wqlTG8=,13,16.0,male,3,3,2
dn7Gmn0abdJzfr96r3MrK7hFx0AZyUDZ8xqmnWv5wOQ=,13,30.0,male,7,1,1
otEcMhAX3mU4gumUSogqgteN3oaNmhdmTkoof2iRYEE=,13,,,7,3,1
lZvrq7KPuKOLq+9z7Wek0rLjr0crPugaUitvE7vnnyw=,12,30.0,male,7,3,4
zEpG2Z2M/S8fgcckB/SNBveePnf3W5BZ0dqC6/y0WMU=,5,23.0,male,9,3,2
BxAHhCWmyyj8XgY+vVCwVVptxpThrCRxcUxpX3H7u+I=,13,32.0,male,9,2,4
KBq+wAb8k4vpJ5SnoSNb/JatfIRARNEfIUfcGVVUqLg=,14,24.0,male,9,2,2
PP9YhzaHTGPjHWY7db7xe0Nme2XUK8RAEE0xUfRXCi0=,5,28.0,female,3,1,4
16S4bj24r3PaPAM43Xda+1TuQCly15iM7fm+u00nHhU=,22,26.0,female,3,2,4
zlQwdr5d9+NJ69hHM7E7lUmV39tO5YZ2N5jauyOXZ/o=,1,,,7,2,2
52GN0FiylCY0Vuwkq/6azNt7hXQIHZFtjLowG0cJEWo=,1,,,7,2,2
70yblpVdoWPZyklEdobuC1FzVOsFkik2kTU1CF2ID0s=,1,,,7,2,1
DfW8Ms40zsfAEhx94SncwSweiY3GDcuOs4vJwvufz7Q=,1,30.0,female,7,2,2
ZTBKpFMxis/itru/25fmCqKYg4zsBL2TXehmBq6VgiQ=,13,,,3,1,3
3UUFH1oyh6HlX6PufsDwOINs+5I8P1gHTi3y6FXmxXg=,1,,,3,2,3
r+H/jdJh26t4e0rhKdk1stzjTd6X6lOxL233O8zb9tI=,11,22.0,female,9,2,3
SJQhJGzp2bcwB53PUESa46FzJgEy5W09u6NjveBxskc=,1,,,7,2,3
EJsArCybcIFV3x9XPaIzXj7ziWhkmevm+jW0ob5g2m8=,15,23.0,female,3,1,3
1Dz0BbxSuWWcBZbchYtfUYV9UdImVsHLZVTDwfbDZpc=,17,20.0,male,4,1,2
/66xO0tgKHeHrtaULlc3sOtEysp2v2y+kjcaqXScvyo=,4,23.0,female,3,3,4
axTUxJhipjSf+QgQfu8iA75BTTQwUe16LXvIoeRF0Uk=,22,42.0,male,3,3,4
QcPxhoHjPzhSEKFE2dYNeONvc75ZoNg7BDrMfx6jTHs=,1,,,7,3,2
WIrJLK4s5Rxl6ucozXqyPnEX2W0JknfYLH21/Jtaqy4=,13,23.0,female,9,3,3
QaMUGo8DzNK5WSLKE2h0WyLsduehZXhDMBY4MdNh1Uk=,13,31.0,female,9,1,4
5h34ivfaCFYRUZNlw8GiDrN7jrveoFII+HIS4LZ95wA=,4,22.0,female,3,1,4
7iytwY7uTfwdeNDd4hAoYqqvosdVuwlm1dI155PbI54=,1,,,3,3,4
JtIW2a//ZoMO3/2NYgfWBXlkq5mbSZGiVMVJKLywPsw=,1,,,7,2,4
oTyXGso9h8yNdFFGRycZ8SfN09oMsM2WbFdw8PTh/SI=,1,,,7,3,1
AMP4gjf6y1AtoQ6BHo5M5J3WwARR4nmVfok6kSsOoSM=,17,22.0,female,4,1,3
mSGUBQ9StG11SLMezR3f03eXz7W7f9g4p2khrp2AhIY=,15,32.0,female,9,3,2
7huIj20J4mskKSOQbkf2UfuMUKomSsNcU2Et0m375WE=,14,23.0,female,3,2,2
o2HqXYRR9zyGWzbcTSnUEXYqayHPun2De+xjyqBpvWo=,1,,,7,2,3
+YYvjVKuuQbgnwgR5cBt+mtt9X86I764SZJE49RSWGo=,4,39.0,male,9,1,3
0nhBGehuqa1gHzh3rM0ocQy1y8nwpgkhVLFuhyJqkGw=,15,27.0,female,9,2,4
AhEIJAp0+1iljv6Bm6TirmPXkPw4cjctdZV/Xjpjt9c=,22,16.0,female,9,1,2
XmbBjJbsBs1hBD/ybRKVcrI/uEo3KFla8nkZfcbzcos=,5,26.0,female,9,2,2
VbH5OGnjzB9MGPLuezhsSKgz6H9c2saW9/jux+oy8sE=,1,,,7,3,1
RvaGiHzA9kHlNr7zvmvuXT99qyqalhCCue/8DWb6RPs=,6,26.0,male,3,1,2
xT17QzssQ/KlSSEbNIgp/KoCLz79PhulGImwYPxc8nY=,8,34.0,female,3,3,1
BkhC4JL++9Zj1rWSw94HG/kYH5rZ7bgZ1Zs/GrqBsgs=,21,23.0,male,4,1,1
8Ftxz74VEtQxr9EujP46Z+rzsp+z7WSHkt6mrn+SIwQ=,1,,,7,2,1
yjjWvb3cwgQxBhzFMixnKXH/QRUdC8LzsZI6UZrhc38=,5,35.0,female,3,3,4
3UpdMNlcF7OBeVMpUPdD6wSpRqW2Zayqa8Qz12kRlhM=,5,17.0,male,4,1,3
FXTWvnLLSZAYau0nbBFchRJjXjQNY0h5ZaIgVRsfHkA=,3,29.0,male,9,2,4
HWbppngQGqoLUB82/IprfjCxBq7rnxeg9c0mYEBLtGU=,8,16.0,male,9,2,4
V9cUWV+416evWbGmkAvL6/89It5Q8CrtqgQRu0E9XU0=,21,23.0,female,9,1,4
HMaAvepj6WF80CQlCRLuhA7JwcJfitctuoye0znWdpU=,22,20.0,male,3,1,4
NxmFXkimIGODlh++jsbAt/C9Rd5aKFiA6m6GxdpRBng=,5,16.0,male,4,1,4
mA8MU6polbbrpKaLnHkbsjsyfTHblB7TGGT5fYTSfF8=,14,20.0,male,3,1,2
x3I148cWw4FC4G3nZixXYcbb2cM/8v6arz4AJy/JALg=,15,30.0,male,9,1,2
zdHfVa57QLJ0Pv1LFwK3L2u8NpKm5cMDB26FcHq+lzA=,13,34.0,male,7,3,2
Vjj2EyHYfKIDYhTCbcLHfq8csyVmecMBjVs3mIM231k=,1,,,7,3,3
6t0Hm0iAzj0Q039nUZQRCpDAuzIKjmzAvCyJ40WzhWE=,1,,,7,3,3
60EpyXqEb+2TLnvmoAxn9PqcK/gNT1yLa0wcGtKQW1o=,6,25.0,female,9,1,3
YVrc9eO1gYbW83KKslEmB6/J6JasmR+LbKUkkGvlLNU=,1,,,7,3,2
9rj1X8x5x99W7wKrsNWeqSVtCFoDuwUyHP16jZKngZI=,1,,,7,1,2
7BwySWmWT8Ko93cgHzsizNAu2Fjpfv7gTMeGeMOy0FA=,5,29.0,female,7,3,2
i78jDX3x0rNAQkhIk43uhmZqNQrhxb/8g4qIs54XFTw=,15,49.0,female,9,2,3
KpPEfRyPpW+9XcWgoY/8AaN/uhWmIWUsCx7w+il0jc8=,5,43.0,male,9,1,4
+hgyWVePhtwQDbAQu5xqpUHnnJmImZ0ZsUIZQrQuEUY=,13,41.0,female,9,3,2
4MHwo6Z1iINCV3jSmegy56VoY1xnW+TqMmQOKthcBGw=,5,32.0,female,7,2,1
Uwj7evPMJudRSD0wKmraF8lqrpM8EM4MvXCTYm7iE60=,1,,,7,2,2
ognMsE7z8wvxvhscODxMdwXt+jAvBnJekusG4GugfDU=,1,,,7,2,2
zGUleloBUWC52BX1MO/jn6P2N1l90JKxHPWC6ZQLUXw=,13,22.0,male,9,3,4
8kNls4RBuiqSFb9Lu/7UzpPd69U5mqndb8aawlEjyow=,15,48.0,male,9,1,4
7fHpKRVsYSMfC+2amSkAi0RlMotuQjDRrgAmLG5lTEI=,22,29.0,female,9,1,2
l1hJ3azpGsF2KN3rBJEf3ZyZMNC0QtKoDAknrxoJeM4=,3,35.0,female,9,1,4
wNTj2Bi+1YSskig6iSf6HY2b3yBA2wCgIObpIvClA1M=,5,36.0,male,9,3,1
J1FvnJnTSKh+T9uVSjyxGL8Zo5nWKe7fKmD9XXJ+sJc=,1,,,7,1,3
4J3nVcmBRo6Ri4la7g1X8VH7buaeWC+7zT+LY1vz3OE=,1,,,7,1,4
Uhp2NyvSLOvHpL7ItLVWLdzM9535SA6tq7Je5+55+hk=,5,33.0,male,9,2,4
HHmxcPmi2MKqZbguJh7PS8GEAB5CHXrR6jMbnGpY6hc=,13,20.0,female,9,1,4
EmTIToXmE2wUnylOLAfAx8YJpRchbj4OW9haCVH2ACk=,12,18.0,male,3,1,2
w1UDO5xOTordwjfy6o2sNfBfCACwziTgZeNgqUz+Ha8=,1,,,7,1,2
ZaJ7Q4C4QKgIMBv/snVv817jzrYTw8dzGwhJmlBQvmM=,10,41.0,,13,1,4
5nT30XTYmStabScmeXqISNS32Oi41kJFvdsrkom02eo=,1,,,7,3,1
HLx3SCv256mVmw4sk1LkNfFQDe+nE1CJ5Gsd2rDg2A0=,1,,,7,2,4
AF63kQQ3YDlVD2tM75mKYPO3/CCAHGgk+nX2OjiHUUU=,13,36.0,male,9,1,1
ybZKpkA3BRzJ1yHD9JNK5MVMdwCddbm6+uyW1ED+x2A=,4,20.0,female,3,2,4
ZQjI7XQzBsLj/q1S5nAglUAkXBxv6j9AGS2FGNRjhuA=,1,,,7,1,1
LVNSozjnZJrv8paHXU5mAc45NYXJeadOuoA7s6oPj/E=,4,27.0,male,3,3,3
JQUUU/HjfIpL7+pQzBj6C7KOceP89xt27oqjxmcs+kU=,1,,,7,3,2
VqRwDzR1tfcKAvZPh2xDHt7cVcWycaIpogHlnA9QzH0=,3,31.0,male,9,3,2
jMP3FfrgG+xTYUej/BVDyUtDH+nmZjryXq7nO958r6c=,5,41.0,male,9,2,3
my9PGsvHzrtc7vkwmGJg7ZmaKyupet//T2LWcqarcN4=,5,43.0,male,9,1,1
X10ng21DfA9NGogOUy7Zupa+xN3Zi1jyC+eEshlWN+Q=,13,23.0,male,7,1,1
asFF5qQ4hqX8Ns7izG6CIFMKg+21Of4pWgWfEKluwkY=,1,,,7,1,1
PQLLAUg48zaXRln9V4VO6QA75cTwEyUBpEBnVEqBtrU=,1,,,7,2,2
CY0rOL2LDGyW/RbnVB7n15NmoXtdqesAfYFRSArwpJQ=,1,,,9,3,2
Eq6MpkkE28JzfeGJSQb/jGemkV+t8/nph5d4UWdMtgQ=,5,29.0,male,3,2,1
vTopdjqNdolifNg1wTPxlbBUYdODf23LKo68K3y8tak=,12,23.0,male,9,1,1
IyJgqGh20vU2q5yiS1AeVkPT6dp3Xhp03KIxn9pFeKo=,4,18.0,male,3,2,4
Y+MkUcjYpz6KIIyDFd+Ke6+zpyjiGZCNDExnZTHWebg=,4,39.0,female,9,3,4
O2Zx3FkWQu34G+6Enlvgz6p9/alytpZ4N6X9keE4mgg=,1,,,7,1,3
IY4QIV2QLApSyJZqEqQcU7ZBAw9fCZjQtBK+giHK+EI=,1,,,7,1,1
KFy8nLmuhKwM95pmMVo21AjSpwBYZBQrBgrFzL9bLac=,1,,,7,2,4
4DtcGZJEJtkN/OpwVLdOtXEhNDH+BYzOb2yuo2d2wpo=,5,46.0,female,7,3,3
D8HPBkpcfjsUyss3krjH22EbTduUuI01JD3/+dXYcMA=,4,24.0,male,9,2,4
u3YS9e54BGo0NoAPOanrpn5lhgkPvxS/hEbML0rvtHU=,1,,,7,1,2
cpleLyuLPrRp5i89j0jXKyQ5z4ePBOIKwK4FTeULlak=,1,,,7,2,3
V5vZQVU2Ls4gS9R+JgZPj1zWAPJHhi+Z0TLjNMwiGgI=,1,,,7,2,3
HM/VjDDIfl5qyIQ1WZG4zhJ9FUj4cHfZZb5aMcVpy/s=,22,37.0,female,3,3,3
sXbfVugVWKHx9SoVtmCQMKtl1tjxHVhBy7Jcbxio2ls=,1,,,7,2,4
U1bxSuqcrxmzHKi8E4Iu/O/Z0Ma6sIGPq1K9SX+gbb0=,22,21.0,female,9,2,4
nINPlCID6bJPKYnAwx243igQMnfHsmh13c9pdSzHL98=,1,,,4,2,1
0TEa1jS2zoKUwrEvswHxOWxt4jxLXnpcQZwjf6GlU80=,13,,,3,2,1
LO3gKqt+qlt1iGKVEMP4WU+iSEUXY+XwU3faT/QLm2Q=,1,,,7,1,4
tJpsuuUTtMXvrymTBfaAuUkGPCQs7l0k1+Q/NM8GZeY=,1,,,7,1,4
xNJeBV27udX70aYhlUW1Q0oxEFPkvJo7LhrWtdqeY0E=,11,27.0,,7,1,4
pBd/y/LA7WsZwi8t6ygYO0WazgWQzz/OI7GzOe0aLM0=,1,,,7,1,4
zu0K9o7+UzmaHBLRFHekwHE9pG7gHArt4mVleVZ0/rI=,1,,,9,1,2
sB1fh55VRC4ZxPrt3duMawewbcB/soWZmqtuJlcoo5w=,1,,,7,1,1
1Z7snVDpn6HyZarbxYI3SeDLjDcE/LV6s4DCxkCkqmw=,1,,,7,1,1
UHW+pxN2FGSUIgB2qipgZPZDdupA6CC7YJ8KIB18S58=,1,,,7,2,1
7Ld8mRC7//XD5BJyh8Ng19ysx6SMHgAp7ozpEh3zNB4=,1,,,7,2,1
TdSzz/wmPjp0ZSlWYo1fO4cbpw0DPWZtmGavuqZLjU4=,1,,,7,1,2
EK5RBTcdFDIUs727KzqTMKxgmJJiOa1+T+YqHElwBbQ=,1,,,7,2,2
PNEpeq7+qAie3oVZ0wMiFz+xSY1ULYc0A2VhN4WFUls=,1,,,7,3,3
VLiO+0YPHnt8+7gN9RSnISuHFzXyM3WwXksbvZT/+Z4=,12,19.0,male,4,3,3
xfclNdINeLgpkdtSwAVLYZoQxIPfdvKSRttuXkfCJ/U=,1,,,7,1,3
ErohEOXdlfHw8pb7JNm8+ss+tk+FfhE/dJ6qUuDYhEU=,4,,,9,1,3
lXD0/fsLfQZiuw7vatDQAa+1t4XRmEs+HvOuMV/iq+0=,5,28.0,female,9,3,2
0kpkuh8wayWyApP1EVEnCA6Sp3SjX+j3VVsWI0/3aPs=,13,,,3,2,3
OPdICX6fMrkojaDr/YP3PYj23mlAgl8uPiEWJeeWR5M=,5,23.0,female,9,1,2
B0z4KP4usv9r69i0RhGOg0f1/fwSiKYScbqVItmQKZ0=,13,23.0,male,9,1,4
hNK2IXNavDg9Xs7yPjjRbf8tguLgQVY/3vjV5TVfbBU=,1,,,7,3,3
ql+ouoT4qwYxqCsEjnMNVIJsvTKgOjIxDNVqB90ZQRc=,1,,,9,1,4
nLQyxDn8cWv271Kes5J65ae1aNuC/LepqraGyf3HKoY=,15,27.0,female,3,1,1
07BqZinAC48xGnZjsnufxMnduRW0M3Tcs7hTK62ygTs=,22,19.0,female,3,3,2
lHJKHE2h2nzfK6pt42FOnOGcVj1qlIx/d4GNEaX/vPQ=,15,22.0,male,9,2,4
0c60uPIAWj8HM2nlieyLQ9uh84QeXxstpNGzX8L64bc=,6,54.0,female,9,3,2
VzLwhIQhZZdMua/9IfDGtzZo6wZOW/GHc6H/n2kZBOU=,5,25.0,male,7,2,1
7ZsZqysZHAI/PB3xBFZJvbtqx7lioJO6p+gYe/tYKA8=,1,,,7,1,3
6UZW+EV3hY6W5igmAbD1B0iUWl0/oqwMs7l4WeuOMOo=,5,39.0,male,9,1,2
jZRj0uMujBQ201ujm40IiEaMroC9M6JQarjCbGfI/z0=,5,38.0,female,9,3,2
/DFUeimbZt/V/2HycAe3oXopKogm0k4jEhzZth4sQ7A=,13,26.0,female,9,1,2
wnNkro49pQFS5WR0NVCxxGiwJB5EDK4fbVTLccWy0po=,5,30.0,male,7,3,2
7vCoWGObgoG5ZQKqaK8n9ZheZPIStydjFKrnOVeqtno=,1,20.0,female,3,3,1
R1/rThRsVm1UTdpmc7gGwuDej29Udws3ooML+CijROs=,1,,,9,3,3
chJJGTz/Xg/XOFIIj32yrSZCKEUSTAA/7+NEi+RkD/A=,1,22.0,,9,3,3
XRfIEV/+o2/AnWNGNc5is9G7ihhpkfHNGNXEu85g/Q8=,14,30.0,male,4,3,1
XkCQRUtL4dbRfc+wHPM+EVFuyaJXTE+kafuC0igd5Ns=,1,,,4,3,1
c4gTOszdPCjegUeCvXU32Sha5UjH8mS9DSTTS1hZNVs=,22,,,9,2,4
Ywp6goVeKZWMk+CuVFgXhrrLGK8iL5yAC5e/8urGcR0=,5,24.0,male,7,1,4
gK0qqem7SrY4odtUiyR7DoWllQD50LogZIJ5V/U36qU=,1,,,7,3,3
5zXbRfQ04EsyTN9/vvyJVntzDnLTdcGwln1Nr7v3QCs=,1,,,4,3,4
aol/cKBuj34oT6W8dLyLgYKzWaj/m9Dk7IaUip6mVfI=,1,,,7,1,1
YACXx/az5IlVSrJ70P5AAPFiuwdiOnIueZjERqeAgZ0=,13,29.0,female,9,3,1
p1drShW85k+l43vSr5EqBbDIvtoo2QZ1FTUpGW5Ojf4=,14,25.0,male,9,3,3
DM/vco3GZ6PXf/9GgCv8OetWszsR2hpedbLShOHcSeA=,1,,,7,2,4
NZ2XHFam/iK6exDpauAh5qa74UuJLeEN1eQsNqpUWJI=,5,28.0,female,9,3,1
bpVLW1hpiIGAo9k+nMJb1AK+YbsuXV8/hdZXNzeBYeM=,1,,,7,3,2
HSMSty/cJ7R/6fNh3rk9JqYL+KHsMZ0VROHYbmjVGBs=,5,30.0,female,9,2,4
x9k00c+FmfyYH9fH+Y1BvoE1/5OzvH7F7UR/3XXgywA=,1,,,7,3,2
EMQJangvntce8tAmtwYioF/wQeNMtGxw/02gNAqD9kg=,9,27.0,male,3,3,3
nLRxv+MuFCiO0/LS/cShAdG0K0D4JPWySh12Kh4cHAQ=,3,20.0,male,4,2,3
lT2H1DgEUO7GFdKLFC1JHwKhWfWG3oW5dDteTJd70R4=,13,39.0,female,9,3,3
Hv7eKX9uzBOqObnIcdqFP223HfpMA76MaX+JxulQpsI=,5,30.0,female,9,1,3
VffGoiJyEiTxIYkw36sct5TS6vl5XUIxzmVhd+wgknY=,1,,,7,1,4
Oq137DRgh+LN5vzasoV7nr0zb/KBdJyfbWZ2ofZmXV4=,18,27.0,male,9,2,1
Ttau0+fjWQNTMpJtEyFiSTDhxZu8RA4DTcTeLkHgDbc=,12,28.0,male,3,1,1
vx+elvxDkrW1NwR91CuYbe2+ToO9ndcSzv7NLsClXEM=,13,38.0,male,3,2,1
ewLkKiPdLXLDrXwxufIXkRkW7KaZA7Kv4nDM1/Rvxvo=,13,27.0,male,9,2,3
5UkVHHj13xchWjc1vpBvT1vIYwCZaXmy4bTCh4Y1d5I=,13,19.0,male,3,2,2
70XM3CxNy4gI1o2AllaQ4xeuGvC6vPMnr4XqBGRIOaA=,1,19.0,,4,1,1
IkOLl8eAKuJLHxF1FJAWdq0Z0sbwzFG6ckdg9XzvDuU=,1,,,7,3,3
nK/XfSTbzjRCPR3JciHwwl2rpaqQiVx65HnkKGmlXa0=,12,26.0,male,7,1,3
v4ZYG0HRJTYNGsrdSOf/zRdaqcMsILDu+KNPBTPzNWI=,13,34.0,male,7,3,3
DW5WbPT1uE7knupvG6bXmdj8utYSVztZbbyUiF9QxMk=,1,,,7,2,1
Bxwxe5mIrOjVVxJS7yhlRP12AT3NW2gwmnarLP40FAE=,1,,,7,3,1
5JWxFBCdf0Z9+re1QC/pod5DjErGQp2U9u64WSIeFBw=,1,17.0,,9,3,1
OFejmfqhch4NrRxbAbqc81r823txKiWLhLLQpTREMaA=,1,,,3,1,4
SsmyTnce5GUqphfUOvIO9GTgN6DNyRQPVw73paojOD4=,1,20.0,,9,2,4
8F7oVFJiug7k6ndEqfNgNDtoq4bUWjLRem3oxAQICBM=,1,,,3,2,1
mJ2RxhUNEIhUbT7cs9BQkexnyOih38B9phureR2z3hI=,1,,,7,1,3
Dt5Vs5ytTpuN0g5gD9RfTr0JeZBI6RsKuNgJTD7b6Bs=,1,,,7,3,4
OdueBdrCjGF0wuFu3lDbX62YNaL1wJEMnHKVyVKmxz8=,1,,,4,2,2
eCqa0XQAYWVZuJKAiabZVBs5YKmaktg+ZTls4KqMbN8=,4,32.0,male,9,3,2
XQurD2uTm6OGLaUX1/Yz3agCVvhuI0re/9taAxJj450=,1,,,7,1,3
zhjfjcN9OBP1xLhz8r9vWcRqQn41jyGwihmul5CiT00=,5,,,9,2,3
JaAsZCI81TEk3sVABJM1hsC+sX/qgs3EtwQ82P7NfEE=,9,34.0,female,3,2,2
Wb8+fFUPEE57OTOJ/a4vV6CeGYOt5vH1Mi9jflaOZ0Q=,1,,,7,1,2
/YAKGRAsKefLefq1xjd4qREpYW+WGoxni4loJz3nvBo=,4,27.0,male,9,3,4
Lqx+EH1/rJSKKcXP1CtEicq79UlOlByOcOq7lBB6W7U=,1,,,7,1,4
zKcIh7WN/dfYDOvIAlcz/KE1O11VJ0fKj2p6HBaXAzA=,1,,,7,1,4
a7AtvhlY8KnKZGpiVe+4HhFerqTEgmno3x7Rc7YGwzw=,13,32.0,,7,3,2
/7XAILBqWFneqYy3SKkqT3qpknlJ4fqGR76ZVKh3rgg=,1,,,7,2,3
qjBx02zmqQhIlAmXDsXzaux8Du5RJxGNEK6OuAJOa54=,4,33.0,female,3,3,3
JIuce0tmSF+bIKsAMYcCY7nTWSUD2lEFryinvyqmI1Y=,13,21.0,male,9,3,3
Ghi56QRTX2qg7uIjNgthJ7ZcvehEDVtr+niO3bOtAIE=,8,28.0,male,7,2,2
s6XY2lxv/4lt2UQgkqLUwEzRdJ6jHy9oJVCLxwZTwxg=,4,18.0,female,3,3,1
KSVbxZXJcPTQuVB/ocJpe9TuwkXkfXg1iX3p8qZz+yM=,1,,,7,2,1
mtiC7BaYLupO9Fqp9TmIkF12nI9g3tI5Jh5YPOA1zkw=,22,23.0,male,3,3,1
t0VQFkYPNOB9Vk6l6BVxYwciUKa28e+brhpLOxAI0AU=,5,28.0,female,9,1,4
2ktTU8ZjRXNeyav1PUiTOE995rRC5oQQCJ88mkO/mMw=,5,21.0,male,4,1,4
O/YUMcATs5xVJCN/rWZjtFtloGGySB/rHYUad+5W3bY=,1,,,4,3,1
fbwtlh+pjVnQUfSgP7pidP2C2ux3hwlwIwOauRI2zOM=,3,25.0,female,9,3,2
qGnYY2geSkwjUEPrAWrCU0rGIyX4xzP0GJNHOISfIWA=,5,36.0,female,9,3,1
QgwtTorm58JI/dVC5FJnm955x8eM3iLyBZSiWVZkq5A=,1,,,7,2,3
PrhBckK+uF0KfJmKueHGX/6f0eNlJ+NANfpasT0+eNE=,13,48.0,female,9,2,1
li/WOBSHbRjQQVQHL8TUpihGx4QtAEB6uVlZuNSPSKI=,1,,,7,3,1
dEeUczMlEM42RArCO6lyAis2IPsaIMnnsdraaXH4NEM=,1,,,7,1,4
2b8qeduZpIvRivUDtnGAZc/FS4za3Wcn4CmTo72U6NI=,1,,,4,2,4
oCfRuu5PyapyIE6x8NBSd0VazxpB0aADTGQZiua3TII=,1,,,7,2,3
t6OK+Xxg7lCOQP3CmzbWPJQLK6poAQoRwwlPJTXaXq4=,4,45.0,male,7,2,3
bE4pCH3xtlj13S6VIm+G5zCJNpDPPVjOCIjIiJHi0lc=,13,19.0,male,9,2,1
b64ZVqJXLUbnsov0cWKb2Y2/HV1tlZDfbte+lNHwB+Y=,14,45.0,female,9,3,4
BThEYeUZldlUoL0XS1pCLOIguAysBtvJeDbUMOD0ZZ8=,1,,,7,1,3
RTpopYCoVEnb+kT2SxTuyfiHGIm3dN0ALxyn+5ITDm0=,1,,,7,1,3
xFQxodByHbRZ1E7SvlEmnu6dmrbSm2UPSC6o1rnpt+g=,15,20.0,male,9,2,1
DHbKFbRayK0fVqS8qdxifwwM5tCDA/QYA5Ol2VlktS4=,22,34.0,female,3,2,2
ewJRCGN1D5tZ0Hv5lsydv9GA8yaJu6XZxTU+637BYaU=,6,32.0,male,7,3,2
xA2F1QeiXSuHjgyT1GKASyYt+hVTaWQJWR6N6h6Yj9I=,5,24.0,female,9,3,3
Na33j4TQXzzzaj86MkU9J3Zl3VrM6f37gSiY39uqWFc=,1,,,7,2,4
IxMVL2c47QTrfpRW4WXKCCrgsRJqu5JwVzOR04nWa1M=,5,21.0,male,7,2,3
tpjKHJrLULKoOKBrRp4wIQiVCTUAqWVHeNE66gsTaMM=,4,,,4,2,1
DiF9exorXKNtiRy7gnTUqdA+Nd1dn9GWPdiYdxMIhdc=,1,,,7,2,3
jTOng02arhJCKYZ3pChz0rzAsb3XsBOS+vcpQTdGANM=,13,,,9,2,3
7O0d6bbpot50wrrgr1oSadNsLBXz9qdkDDZWW0jhVxY=,5,31.0,male,3,2,3
toUef8KzqreOkGZqPc6cWCba9jFvGbw+GJJBJhAsuCQ=,1,,,7,1,4
ngV5lQ0nP6v6sWeeTOa2tdFfCV18xxXSLPo0u04UKYA=,13,43.0,female,7,2,4
vXue2P0bVmgAgiZ2VMBbfUF5pjWsoV1Ea/QIOZ5MYiU=,1,,,7,3,4
L4s96geMtpqjqnY/iSg9tpgU5xSDPlXHw5fVhYVPtkU=,14,38.0,female,3,1,3
mCIKnFAnwKACQYcyk2rE+kXuH+1P8KAhrsK7On4fnIc=,1,23.0,,4,2,2
AlTQ1dj1g5049aomJeG86cXzY1GqfJzkLdd6XDEHc98=,1,,,7,2,1
gLfv0m5hhBi/xMTNl1H5lXxGVn0XdsMDc0LjsGjdUFc=,1,,,7,3,2
JxI3eti1/P8eLURhXVn9M7x58BxDS+LtHibk3BDDnHE=,1,,,9,1,3
dcGnNVDVTfP93YY/GTswBuWagIpJ7r2FrAN6gL2KRoo=,4,49.0,female,9,3,2
VSDhdd3jY/ExlNxkaZCHBLlpFEZZzwaSsbi7tWJN2/g=,1,,,7,1,1
CLeo6NHosFo3ELwnkD8N6jI6ozuAhhO8Bwpftw1LFhA=,15,16.0,female,9,3,4
5U0y8FYRlyzh0sO0z/snO9RByHDyNQQVCxCnVJUYd+k=,1,19.0,female,3,2,3
WrqyTjlFz4acLPgOVMRCj1lX7HhxNJyqX2W6/ZPspXw=,6,18.0,male,3,3,4
wq7UqPO44tkAKBUUaJtbRkZLfj3E5AVctpGKRjTIT2k=,13,,male,4,1,2
sRchh3djHZdqIit0sl6YDXiOkOyR+Zd88WkUGhF8UQY=,22,35.0,female,3,1,2
iKm7ov7eh6tqyJZBORKmXBwvMEC+G37RSe3CD2jb8KE=,1,,,7,3,1
5oDYTsH5x3rocijwp2LfPyNzkOE4X89L6Aa1nwVhSX0=,1,,,7,1,2
WTcGEa8Oa8MBs7MjeF3pi6uJv+TspkUqlHhZ07+Ouoo=,13,20.0,female,3,1,4
roaAZCozN7r97dXnVkkUcwqNGEOoFed4o5kwuIbUlbE=,5,20.0,female,9,2,1
NfFqqN6sodcU9Odxvdb97mHYOFI+15RUWv/i53fByFk=,15,52.0,female,3,1,4
SlkO+CgygX3L+g+xA8XbvApCyd+CJcNPXNY5HKrdPoM=,1,,,4,3,3
0h1CGRe2ou/NiYgmiQky1n++jyL2iPbGgeTYk0e28tw=,12,21.0,female,3,2,1
ioIRfConxww8isnjdHUhq4+WKI03osQptpnZWAi2AVQ=,1,,,7,2,1
